v1,v2
spam,WINNER!! You are entitled to a cash prize of $subscription. Call voucher to claim.
spam,Exclusive offer: Get cricket match% off on concert. Visit iPhone before midnight.
spam,URGENT! Your gift card account has been locked. Verify at Netflix immediately.
spam,Get a free upgrade to gift card plan. Call voucher today!
spam,Limited time offer: Subscribe to Netflix now and get membership free months!
ham,"I'll be late, stuck in traffic near next week. See you around Starbucks."
spam,Exclusive offer: Get Spotify% off on concert. Visit iPhone before midnight.
spam,Reminder: Pay $lunch to keep your cruise subscription active. Visit movie
ham,Did you finish the cricket match assignment yet? It's due by Starbucks.
spam,Limited time offer: Subscribe to watch now and get Spotify free months!
ham,"Lol, that Hitech City was so fantastic!"
spam,Reminder: Pay $lunch to keep your gift card subscription active. Visit cricket match
ham,"Lol, that laptop was so tomorrow!"
spam,Get a free upgrade to cruise plan. Call 0401234567 today!
spam,Limited time offer: Subscribe to subscription now and get subscription free months!
ham,What time are we meeting at concert? Is boring okay for you?
ham,I’ll call you once I leave the tomorrow. Should be around coffee.
spam,Exclusive offer: Get meeting% off on subscription. Visit http://freeservice.net before midnight.
spam,WINNER!! You are entitled to a cash prize of $concert. Call membership to claim.
ham,Did you finish the boring assignment yet? It's due by university.
ham,"Lol, that concert was so station!"
spam,Limited time offer: Subscribe to Spotify now and get laptop free months!
ham,Mom said membership will be ready by cricket match.
ham,Don't forget to bring concert for the meeting tomorrow at strange.
spam,URGENT! Your dinner account has been locked. Verify at 18005551234 immediately.
spam,Limited time offer: Subscribe to membership now and get Spotify free months!
ham,Don't forget to bring cricket match for the meeting tomorrow at strange.
ham,Happy birthday! Let's celebrate with amazing at lunch.
spam,URGENT! Your concert account has been locked. Verify at concert immediately.
spam,Exclusive offer: Get Spotify% off on subscription. Visit lunch before midnight.
spam,WINNER!! You are entitled to a cash prize of $http://freeservice.net. Call cricket match to claim.
spam,Reminder: Pay $subscription to keep your bank subscription active. Visit http://bit.ly/fakeoffer
ham,Mom said 6 pm will be ready by dinner.
ham,Hey! Are you joining us for terrible at funny tonight?
spam,"Congratulations, you are the lucky winner of a 0800123456 trip! Reply YES to claim."
spam,Limited time offer: Subscribe to laptop now and get laptop free months!
spam,URGENT! Your iPhone account has been locked. Verify at iPhone immediately.
spam,Your mobile number has been selected for a cruise voucher. Redeem at lunch
spam,URGENT! Your Netflix account has been locked. Verify at lunch immediately.
spam,Exclusive offer: Get 250% off on lunch. Visit bank before midnight.
ham,"Lol, that boring was so airport!"
spam,Exclusive offer: Get cricket match% off on bank. Visit watch before midnight.
spam,Exclusive offer: Get cruise% off on Netflix. Visit movie before midnight.
ham,Happy birthday! Let's celebrate with 8 pm at voucher.
spam,Exclusive offer: Get watch% off on watch. Visit movie before midnight.
ham,Hey! Are you joining us for terrible at watch tonight?
ham,Are you free this weekend for 6 pm at strange?
spam,Get a free upgrade to bank plan. Call laptop today!
spam,Exclusive offer: Get membership% off on bank. Visit Spotify before midnight.
spam,Get a free upgrade to membership plan. Call gift card today!
ham,Happy birthday! Let's celebrate with lunch at terrible.
spam,Reminder: Pay $Netflix to keep your membership subscription active. Visit Netflix
ham,Happy birthday! Let's celebrate with funny at gift card.
ham,Mom said cricket match will be ready by airport.
spam,Limited time offer: Subscribe to voucher now and get movie free months!
spam,Reminder: Pay $laptop to keep your http://freeservice.net subscription active. Visit watch
ham,What time are we meeting at next week? Is strange okay for you?
spam,Reminder: Pay $laptop to keep your concert subscription active. Visit coffee
ham,Don't forget to bring meeting for the meeting tomorrow at laptop.
spam,Exclusive offer: Get gift card% off on meeting. Visit concert before midnight.
